x
208.93
209.304
207.795
206.625
206.405
206.068
203.983
201.11
200.253
196.835
194.713
193.286
189.52
187.308
182.634
180.543
179.508
177.217
177.039
174.665
172.622
168.197
167.506
163.243
162.607
161.684
159.552
158.747
157.88
156.202
157.156
157.841
157.178
155.804
156.511
154.691
154.057
154.906
154.947
156.168
153.686
151.38
149.392
148.365
149.185
148.009
148.605
146.628
146.149
146.035
145.37
142.755
143.598
142.502
142.532
142.239
141.448
143.141
143.203
143.175
143.353
142.573
141.565
140.242
138.28
138.339
139.46
140.387
139.256
139.11
137.394
135.98
134.935
135.122
135.764
135.718
134.851
132.968
132.072
130.33
128.482
126.228
126.32
127.346
127.285
126.247
126.381
126.259
127.755
130.531
131.978
131.489
132.5
131.662
133.147
133.689
136.04
135.178
134.864
134.851
135.672
137.322
139.076
140.58
141.341
141.133
143.257
142.751
142.629
143.451
143.362
142.071
138.841
136.206
136.218
135.625
135.005
134.337
134.746
135.819
136.592
136.261
138.302
137.601
138.282
138.034
137.084
135.81
137.895
137.252
136.268
136.568
136.215
134.824
135.198
133.575
133.885
132.895
130.881
129.84
128.367
128.427
127.285
128.028
127.005
126.135
126.464
127.036
126.091
126.306
128.811
124.723
125.083
125.164
125.87
125.26
125.75
124.695
126.568
127.096
128.797
131.19
131.583
130.785
131.206
132.474
133.197
132.875
133.412
133.092
133.584
134.01
134.752
135.41
134.994
134.496
135.323
135.639
135.938
134.738
134.607
134.15
133.863
133.326
134.405
135.187
135.374
137.175
137.864
138.317
138.385
138.583
138.752
137.64
136.665
135.557
136.282
135.407
133.378
133.128
132.038
131.385
132.71
132.742
133.822
134.221
135.442
134.422
135.23
139.2
132.475
132.078
132.076
133.007
132.885
133.506
130.61
129.555
126.853
126.532
128.696
129.338
128.44
132.913
131.079
130.518
129.347
129.95
129.606
129.529
129.227
130.807
136.692
135.758
140.953
140.118
140.222
142.196
141.328
140.472
138.053
138.63
139.46
137.16
133.966
135.245
136.389
136.517
136.025
136.848
137.002
136.714
137.455
141.342
142.575
146.004
143.504
143.022
144.841
144.441
146.57
150.386
146.125
150.041
152.937
151.858
150.994
148.612
148.974
150.514
152.728
154.031
153.978
156.828
153.779
152.349
156.401
153.862
154.527
154.48
158.422
157.563
161.382
168.216
171.55
169.565
167.347
171.452
169.105
157.328
154.34
157.647
156.672
153.266
149.002
152.896
157.35
156.301
155.292
159.718
155.267
149.458
156.053
160.303
161.168
164.443
169.012
167.05
160.309
162.899
164.739
165.558
161.271
165.494
172.563
177.654
180.362
186.572
181.571
180.166
179.14
184.992
182.465
189.802
183.478
191.82
190.553
191.931
197.677
197.082
194.932
197.256
194.935
191.045
198.377
204.623
199.293
198.27
202.123
208.436
202.898
209.211
216.113
218.132
212.889
211.405
220.351
205.956
194.544
196.215
195.596
200.488
198.688
200.208
196.587
200.653
198.245
202.596
211.631
207.014
205.787
202.066
194.593
199.449
196.859
211.641
216.08
222.629
220.212
230.393
227.905
222.019
227.049
233.639
237.143
239.345
235.888
258.383
264.754
250.747
261.205
271.825
271.515
264.909
262.245
257.528
247.448
251.352
263.406
260.667
268.973
273.362
278.352
270.981
267.99
264.282
260.959
261.364
272.839
281.369
288.291
280.155
284.059
288.061
279.012
279.627
284.418
288.124
279.044
280.163
281.029
274.313
269.227
272.838
274.304
280.493
282.913
278.512
281.325
279.453
279.637
281.396
278.51
285.901
294.222
295.929
297.149
303.669
309.332
312.515
314.208
312.855
307.059
305.052
313.488
312.601
308.145
329.708
339.246
345.242
334.45
334.496
337.473
331.937
325.339
319.914
336.227
329.265
331.388
324.378
325.611
327.223
333.941
342.554
345.938
354.447
360.654
353.826
347.359
336.157
342.91
335.65
337.818
337.483
345.782
360.484
355.99
352.981
363.752
356.531
357.147
363.513
367.447
378.22
373.388
378.196
382.523
370.781
378.474
372.751
363.818
360.815
361.528
357.268
357.322
351.786
351.712
367.874
357.548
357.843
369.947
376.961
406.131
380.697
385.217
392.983
402.228
390.113
383.454
388.53
383.764
388.215
395.058
390.412
407.345
406.08
404.028
404.059
411.32
409.067
411.152
424.221
398.155
403.307
396.338
405.063
403.494
407.548
406.98
415.483
409.746
411.026
413.823
405.348
409.524
411.096
417.859
412.408
408.351
405.755
398.222
390.942
392.023
386.606
388.657
384.609
387.443
389.705
386.953
387.827
388.74
383.068
381.374
383.774
383.904
377.017
379.743
392.808
403.342
396.27
386.007
385.559
389.626
382.083
382.62
392.065
393.183
399.106
405.714
400.471
400.298
407.067
395.803
392.234
391.309
382.608
401.348
399.595
403.254
406.021
407.786
409.2861
401.312
406.271
397.327
402.963
400.092
397.889
399.958
383.507
391.965
399.433
394.532
392.54
382.31
397.051
397.124
396.435
398.314
400.811
434.848
425.833
426.255
430.559
430.255
428.211
425.478
411.237
413.49
408.203
405.379
399.107
393.161
393.463
397.564
397.889
399.429
399.476
391.284
387.418
386.938
375.685
376.012
378.811
379.196
379.303
387.814
385.317
376.876
375.852
380.5
381.167
377.468
371.625
370.505
366.347
370.37
374.044
371.558
369.033
372.402
370.89
371.303
357.498
350.331
361.633
363.244
354.812
364.696
365.598
356.759
360.408
351.854
358.306
366.041
364.013
374.894
368.518
379.327
392.689
380.83
381.34
384.309
375.845
368.505
368.749
361.343
371.478
378.553
371.722
378.49
374.523
372.808
381.175
378.941
379.022
369.496
369.588
382.706
372.393
371.843
375.566
379.457
385.337
396.188
404.363
403.1
412.941
402.792
399.19
383.103
386.282
398.504
410.842
414.375
402.864
405.073
411.315
399.345
393.098
386.261
389.205
382.591
377.15
392.485
387.387
388.324
380.321
384.744
388.575
367.464
373.052
385.918
381.583
376.996
390.839
385.331
380.329
376.648
381.641
381.048
383.019
385.165
386.456
389.329
383.243
391.908
377.056
363.102
362.914
367.212
381.091
381.233
383.81
402.261
400.164
410.762
419.23
422.733
419.785
399.926
396.696
392.716
389.256
398.133
411.102
409.488
427.241
428.856
432.653
419.829
408.877
407.107
409.681
416.662
419.539
424.846
435.409
431.022
430.612
436.037
424.904
416.252
416.374
432.291
432.566
430.602
424.049
411.065
402.482
389.564
375.973
371.738
371.584
373.745
369.861
375.025
385.248
382.48
392.117
383.227
382.338
389.937
391.112
379.494
375.386
382.188
372.454
361.077
363.412
373.956
371.26
375.021
369.655
365.046
362.993
356.978
355.153
348.997
348.859
351.081
358.467
352.026
356.112
366.413
362.971
366.418
358.529
352.695
365.764
355.804
364.268
369.818
365.686
366.05
350.285
371.351
377.956
371.815
375.912
384.69
386.139
378.828
381.729
375.269
371.689
371.385
369.719
382.525
385.032
381.393
381.355
387.813
382.682
370.626
368.802
366.685
365.951
362.374
368.124
365.097
366.81
347.344
340.721
335.608
327.766
318.951
315.714
324.992
322.876
334.535
332.15
331.577
336.164
337.657
336.25
329.122
333.217
328.313
325.583
324.178
327.04
322.701
327.414
328.988
322.019
322.907
318.433
320.046
309.784
324.277
319.176
316.197
318.451
310.41
316.102
316.412
322.81
316.483
313.176
311.754
308.314
314.866
306.712
300.709
296.036
288.36
285.82
282.06
276.17
272.454
276.905
278.774
284.605
283.256
271.903
282.74
282.644
282.82
288.714
290.879
306.703
303.196
303.373
304.089
299.671
298.04
299.738
306.669
301.173
308.229
311.973
312.632
306.388
300.529
300.242
297.661
299.318
301.159
304.939
303.477
304.844
304.626
307.341
319.989
315.381
313.977
302.817
317.567
316.301
317.779
311.802
310.475
318.102
304.956
301.359
294.387
297.009
296.801
302.771
295.735
304.86
303.815
289.578
290.116
287.691
282.069
274.809
270.045
285.384
285.348
281.403
293.078
304.022
311.675
311.484
317.875
319.144
321.799
312.085
304.564
309.426
314.49
323.581
322.255
319.15
321.275
319.886
321.847
306.549
318.28
311.543
309.999
314.844
317.985
320.115
300.575
293.256
285.717
280.331
269.766
274.12
274.883
279.772
283.867
294.125
290.675
295.974
294.588
299.858
286.405
292.564
289.504
288.792
300.122
313.819
317.208
312.406
314.64
311.972
302.308
295.833
301.374
310.148
310.696
314.211
312.892
315.773
318.015
309.928
308.659
312.428
314.239
323.229
329.745
336.446
341.093
333.998
330.602
322.187
316.062
304.317
296.682
299.373
301.352
292.547
308.753
316.911
313.267
302.295
306.825
311.335
311.217
306.835
308.201
314.654
312.672
306.176
311.067
316.475
323.51
337.152
337.872
340.501
349.165
350.409
367.22
360.087
360.849
365.43
366.765
362.949
350.986
357.726
348.322
359.507
349.386
349.943
348.754
346.492
348.112
348.198
369.096
364.543
369.733
368.248
368.943
373.742
377.469
387.963
384.4
388.304
392.602
389.425
387.865
396.376
407.163
390.305
397.519
405.611
406.51
420.256
407.547
413.68
436.313
421.347
416.399
431.059
440.106
445.099
449.601
455.876
457.675
452.803
452.861
463.664
447.676
450.42
451.085
448.901
464.523
478.646
478.958
475.916
478.194
472.532
468.596
463.982
472.291
474.975
469.735
471.371
474.986
476.887
471.809
479.323
475.72
470.334
477.907
483.578
487.582
479.421
488.803
492.298
490.447
483.185
480.012
498.385
494.229
498.325
500.702
499.066
501.274
494.837
505.688
497.818
498.967
510.779
511.87
512.616
519.653
536.312
541.565
534.997
541.475
536.081
533.284
530.316
535.52
538.179
537.123
538.635
543.62
545.347
540.568
538.495
537.162
541.617
540.212
536.099
543.504
540.074
546.87
532.377
537.575
530.445
534.642
542.527
541.277
548.757
552.287
560.992
549.913
551.137
536.481
545.599
548.703
546.402
563.53
559.544
565.026
568.001
564.633
568.282
557.576
546.911
566.35
568.402
570.522
570.68
562.061
573.014
563.472
574.503
576.153
576.989
575.856
569.119
566.865
562.4
563.201
565.536
563.103
553.114
554.363
551.955
551.645
546.307
546.335
547.36
555.864
553.054
557.878
559.109
557.941
560.973
566.989
561.814
568.618
560.642
554.415
571.972
569.299
570.829
567.511
569.116
573.656
566.586
567.066
560.594
557.435
560.405
555.409
560.854
565.664
563.797
560.904
564.959
555.752
554.902
544.695
546.542
549.82
550.194
548.583
547.299
545.78
540.161
537.151
521.883
523.373
521.654
516.134
515.375
506.791
504.454
492.054
486.182
486.99
483.661
484.869
472.527
473.921
476.278
472.114
469.388
460.487
455.717
461.42
456.593
446.095
451.721
458.424
453.257
454.909
453.358
444.697
448.247
444.447
442.607
441.179
434.296
429.58
435.904
440.401
441.156
436.658
434.957
433.898
434.068
423.642
419.169
417.345
412.697
404.851
402.312
396.573
395.82
396.733
392.469
390.665
397.335
395.553
393.654
394.711
387.511
384.949
382.802
379.31
378.836
378.125
374.427
375.084
374.14
371.883
375.621
370.826
372.184
372.46
374.08
376.608
372.197
368.583
367.648
368.714
367.422
366.474
370.112
366.529
367.267
365.697
361.85
360.823
361.892
356.687
356.076
357.582
361.573
362.422
359.6
355.997
357.064
355.876
351.215
352.174
349.273
352.31
356.037
356.537
356.771
355.944
360.585
362.778
362.959
362.479
364.121
363.758
357.51
358.38
356.328
355.897
355.28
354.905
354.696
355.655
355.219
355.694
357.036
355.806
357.271
360.61
361.148
360.179
358.651
355.798
354.565
350.557
350.441
349.677
352.296
350.188
350.927
347.198
346.84
342.436
341.736
340.435
338.67
335.969
333.837
335.675
330.303
326.916
325.691
323.241
320.72
319.445
318.575
317.764
317.869
316.021
315.49
315.628
317.09
314.341
315.791
312.2
313.077
310.667
310.081
308.443
307.315
306.053
300.212
299.433
297.521
297.01
296.021
292.136
292.087
288.104
288.265
287.827
283.564
285.098
281.792
281.63
278.333
275.089
272.84
268.189
264.898
264.097
263.074
259.603
258.247
252.545
249.232
246.591
242.198
240.321
239.247
235.565
231.506
229.347
226.877
227.096
224.421
222.64
219.84
216.199
214.757
