"size","percentage"
1111,0.709220540142731
1112,0.709244135063184
1113,0.709258224900138
1114,0.709280524425061
1115,0.709299594791592
1116,0.70931487504698
1117,0.709400228307396
1118,0.709416508580889
1119,0.709429230625538
1120,0.709441853440892
1121,0.709452252431434
1122,0.709467507087492
1123,0.709482063991725
1124,0.70949769627333
1125,0.709511189777729
1126,0.70953605368643
1127,0.709546469133684
1128,0.709556751665703
1129,0.709567898288491
1130,0.709584928178674
1131,0.709604225615226
1132,0.709615966430203
1133,0.709627760244014
1134,0.709647215989598
1135,0.709664392792434
1136,0.709677066948193
1137,0.709686825126282
1138,0.70970639756427
1139,0.709718668977089
1140,0.709729387895464
1141,0.709740108075378
1142,0.709756557288854
1143,0.709766239243026
1144,0.709776844034601
1145,0.709787226504645
1146,0.709803688071285
1147,0.709820143174308
1148,0.709832174327639
1149,0.709841520506773
1150,0.709864210201766
1151,0.709877490073665
1152,0.70988815010366
1153,0.70989730547849
1154,0.709940462900535
1155,0.709954422097278
1156,0.709967177785342
1157,0.709979839006778
1158,0.70999954932111
1159,0.710010707985221
1160,0.710022410755569
1161,0.710032986149021
1162,0.710310023751606
1163,0.710323899410337
1164,0.71033448189109
1165,0.710345142509331
1166,0.710479908032181
1167,0.710491834676178
1168,0.710502164296222
1169,0.710518631504354
1170,0.710905022185288
1171,0.710923323303306
1172,0.710936411045575
1173,0.710945773716858
1174,0.710965624806241
1175,0.710977080888919
1176,0.710990253055112
1177,0.710999668512609
1178,0.711030386673297
1179,0.711044210587647
1180,0.71105534813869
1181,0.711064579135017
1182,0.711083979762665
1183,0.711096569019651
1184,0.711106733796172
1185,0.711117725873284
1186,0.711155054515101
1187,0.711178152715009
1188,0.711192986902788
1189,0.711203084924025
1190,0.711218539045069
1191,0.711232146002976
1192,0.711244536574578
1193,0.711254591944441
1194,0.712326357153148
1195,0.712342024502716
1196,0.712356660990247
1197,0.712365601867926
1198,0.712424065158863
1199,0.712437459001642
1200,0.712448998842038
1201,0.712459001432774
1202,0.712479429052793
1203,0.712490778358201
1204,0.712503765078088
1205,0.712516262256866
1206,0.713412322392157
1207,0.713425219039541
1208,0.713444085029587
1209,0.713455293148881
1210,0.713489727578128
1211,0.713523089436574
1212,0.713535541816525
1213,0.713545570857066
1214,0.713591317092814
1215,0.713605787220139
1216,0.713622237064385
1217,0.713634318487938
1218,0.713687975462233
1219,0.713727492712066
1220,0.713741356853934
1221,0.713752926092452
1222,0.713798283540155
1223,0.713819904831679
1224,0.713844841569481
1225,0.713860052801648
1226,0.713880676208345
1227,0.713896293606619
1228,0.713909991225273
1229,0.713920443037466
1230,0.71399580567051
1231,0.714037294366383
1232,0.71404977923452
1233,0.714062412517817
1234,0.720514478035533
1235,0.720530214635115
1236,0.720543907859643
1237,0.720554621377495
1238,0.720577454122562
1239,0.720588668762173
1240,0.720600519841371
1241,0.720611480174465
1242,0.720669163472542
1243,0.720693066981147
1244,0.720712848515763
1245,0.720730351178503
1246,0.720763397467805
1247,0.720778232031211
1248,0.720804888261519
1249,0.720819480382549
1250,0.720846823882564
1251,0.720863082780758
1252,0.720884224793584
1253,0.720899541754101
1254,0.723518705006804
1255,0.723533474551315
1256,0.723547045555346
1257,0.723565790877012
1258,0.723598527281186
1259,0.723621894798514
1260,0.723669684735331
1261,0.723682622708766
1262,0.72638525117211
1263,0.726399817764683
1264,0.726411058414687
1265,0.726422601380583
1266,0.726472660536372
1267,0.726486608783236
1268,0.726498008968374
1269,0.726509052045701
1270,0.726558137654453
1271,0.726569452366748
1272,0.726585364228184
1273,0.726598099022887
1274,0.726694803055783
1275,0.726719932107484
1276,0.72674012853976
1277,0.72675245098823
1278,0.726768181124194
1279,0.726792420577932
1280,0.726808680532135
1281,0.726823153586515
1282,0.726840582916956
1283,0.726855508176547
1284,0.726867491157496
1285,0.726879057667404
1286,0.726905322040866
1287,0.726916403247869
1288,0.726929291099914
1289,0.726965592635963
1290,0.727036970136616
1291,0.727052874556387
1292,0.727067465678107
1293,0.727079916427979
1294,0.728062319898309
1295,0.728075760829113
1296,0.728106140585375
1297,0.728115775586181
1298,0.728312364581287
1299,0.728329725455492
1300,0.728374742748206
1301,0.728430523843169
1302,0.72847377797143
1303,0.728641351706983
1304,0.728658962408532
1305,0.728676463994002
1306,0.728739503994307
1307,0.728773621869276
1308,0.728892758937663
1309,0.728909230589532
1310,0.728937465686129
1311,0.728952208894232
1312,0.728964880498563
1313,0.728981358777058
1314,0.729076895644953
1315,0.729088632583177
1316,0.729104931446659
1317,0.72911538898539
1318,0.729136596286429
1319,0.72914998285055
1320,0.729163745013251
1321,0.729183416942763
1322,0.729204593123465
1323,0.729261871991824
1324,0.729277811444122
1325,0.729287914837533
1326,0.729312059208047
1327,0.729339808930867
1328,0.729439419600371
1329,0.729467273967183
1330,0.729568587098411
1331,0.729584086032456
1332,0.729686417757603
1333,0.729701904062079
1334,0.729774947220103
1335,0.729784417958545
1336,0.729793163729928
1337,0.729804464707034
1338,0.729828199268569
1339,0.729839694579456
1340,0.729859113371855
1341,0.729866153676499
1342,0.729893183031918
1343,0.729905304690077
1344,0.729964559242683
1345,0.729972208410228
1346,0.730064252231182
1347,0.730074890815006
1348,0.73008922899097
1349,0.73009590541943
1350,0.730189632679793
1351,0.730201995880241
1352,0.730561197918676
1353,0.730574851560631
1354,0.736951656785923
1355,0.736968282685801
1356,0.736989650528371
1357,0.737001609129006
1358,0.737044450932297
