SSams_cooking,SSams_dishwasher,SSams_dishwasher_end,SSams_drier,SSams_drier_end,SSams_entertainment,SSams_equipment,SSams_freezer,SSams_fridge,SSams_lighting,SSams_office,SSams_washingmachine,SSams_washingmachine_end,SSonn_cooking,SSonn_dishwasher,SSonn_dishwasher_end,SSonn_drier,SSonn_drier_end,SSonn_entertainment,SSonn_equipment,SSonn_freezer,SSonn_fridge,SSonn_lighting,SSonn_office,SSonn_washingmachine,SSonn_washingmachine_end,SWerk_cooking,SWerk_dishwasher,SWerk_dishwasher_end,SWerk_drier,SWerk_drier_end,SWerk_entertainment,SWerk_equipment,SWerk_freezer,SWerk_fridge,SWerk_lighting,SWerk_office,SWerk_washingmachine,SWerk_washingmachine_end,USams_cooking,USams_dishwasher,USams_dishwasher_end,USams_drier,USams_drier_end,USams_entertainment,USams_equipment,USams_freezer,USams_fridge,USams_lighting,USams_office,USams_washingmachine,USams_washingmachine_end,USonn_cooking,USonn_dishwasher,USonn_dishwasher_end,USonn_drier,USonn_drier_end,USonn_entertainment,USonn_equipment,USonn_freezer,USonn_fridge,USonn_lighting,USonn_office,USonn_washingmachine,USonn_washingmachine_end,UWerk_cooking,UWerk_dishwasher,UWerk_dishwasher_end,UWerk_drier,UWerk_drier_end,UWerk_entertainment,UWerk_equipment,UWerk_freezer,UWerk_fridge,UWerk_lighting,UWerk_office,UWerk_washingmachine,UWerk_washingmachine_end,WSams_cooking,WSams_dishwasher,WSams_dishwasher_end,WSams_drier,WSams_drier_end,WSams_entertainment,WSams_equipment,WSams_freezer,WSams_fridge,WSams_lighting,WSams_office,WSams_washingmachine,WSams_washingmachine_end,WSonn_cooking,WSonn_dishwasher,WSonn_dishwasher_end,WSonn_drier,WSonn_drier_end,WSonn_entertainment,WSonn_equipment,WSonn_freezer,WSonn_fridge,WSonn_lighting,WSonn_office,WSonn_washingmachine,WSonn_washingmachine_end,WWerk_cooking,WWerk_dishwasher,WWerk_dishwasher_end,WWerk_drier,WWerk_drier_end,WWerk_entertainment,WWerk_equipment,WWerk_freezer,WWerk_fridge,WWerk_lighting,WWerk_office,WWerk_washingmachine,WWerk_washingmachine_end
0.000105725,8.24193e-05,0.00330197,2.48012e-05,0.00462276,0.000303391,0.000230475,0.000694857,0.000694857,0.00126872,0.000815368,0.000609841,0.00462276,0.000109412,2.06474e-05,0.00330197,8.46863e-06,0.00462276,0.000337882,0.000249171,0.000691342,0.000691342,0.000510803,0.000878138,0.000348181,0.00462276,0.000832674,0.000340048,0.00330197,1.85988e-05,0.00462276,0.000256389,0.00159767,0.000694857,0.000694857,0.00164932,0.000501793,0.000978943,0.00462276,3.49765e-05,3.00338e-05,0.00330197,6.64241e-06,0.00462276,0.000675208,0.00065465,0.000694857,0.000694857,0.00123118,0.000470653,0.000663664,0.00462276,0.000112869,9.71422e-05,0.00330197,8.8734e-06,0.00462276,0.000279356,6.99011e-05,0.000694857,0.000694857,0.000376345,0.000879233,0.000699273,0.00462276,0.000875883,0.000946469,0.00330197,0.000284807,0.00462276,0.000172769,0.000539832,0.000694857,0.000694857,0.00210753,0.000204566,0.00148354,0.00462276,5.87334e-05,0.000427456,0.00330197,3.40979e-05,0.00462276,0.000434988,0.000746899,0.000694857,0.000694857,0.000833002,0.0003642,0.000769356,0.00462276,6.92928e-08,0.000111629,0.00330197,7.77315e-06,0.00462276,0.000140857,0.000257739,0.000691342,0.000691342,0.000338588,0.00075415,0.000121915,0.00462276,0.000638578,0.00125757,0.00330197,0.000116526,0.00462276,7.36353e-05,0.00154087,0.000694857,0.000694857,0.00198118,0.00197776,0.00165302,0.00462276
0.000108022,8.53704e-05,0.0032951,2.56179e-05,0.00461314,0.000307608,0.00023495,0.000694916,0.000694916,0.00127381,0.000819569,0.000620658,0.00461314,0.000111855,2.11961e-05,0.0032951,8.78056e-06,0.00461314,0.000341897,0.000254533,0.000691399,0.000691399,0.000522644,0.000893724,0.000355641,0.00461314,0.000840603,0.000350841,0.0032951,1.92114e-05,0.00461314,0.000257158,0.00161261,0.000694916,0.000694916,0.00163222,0.000510699,0.000992901,0.00461314,3.57315e-05,3.14277e-05,0.0032951,6.88666e-06,0.00461314,0.000685127,0.000663896,0.000694916,0.000694916,0.00123941,0.000476825,0.000673332,0.00461314,0.000116453,0.000101065,0.0032951,9.19977e-06,0.00461314,0.000280846,7.19366e-05,0.000694916,0.000694916,0.000383024,0.000894852,0.00071168,0.00461314,0.000872645,0.000952769,0.0032951,0.000290399,0.00461314,0.000177202,0.000554964,0.000694916,0.000694916,0.00206886,0.000210937,0.00149202,0.00461314,6.06226e-05,0.000436092,0.0032951,3.5221e-05,0.00461314,0.000439448,0.000752759,0.000694916,0.000694916,0.000839973,0.000368009,0.000784898,0.00461314,7.4574e-08,0.000115106,0.0032951,8.05934e-06,0.00461314,0.00014386,0.000263329,0.000691399,0.000691399,0.000349335,0.000767554,0.000125001,0.00461314,0.000639583,0.00126586,0.0032951,0.000121231,0.00461314,7.63687e-05,0.00154544,0.000694916,0.000694916,0.00197706,0.00198191,0.00165966,0.00461314
0.000110355,8.84121e-05,0.00328733,2.64583e-05,0.00460226,0.000311847,0.000239491,0.000694975,0.000694975,0.00127869,0.000823756,0.000631596,0.00460226,0.00011434,2.17591e-05,0.00328733,9.10286e-06,0.00460226,0.000345939,0.000259979,0.000691457,0.000691457,0.000534611,0.000909473,0.000363219,0.00460226,0.000848462,0.000361877,0.00328733,1.98418e-05,0.00460226,0.000257925,0.00162742,0.000694975,0.000694975,0.00161486,0.000519699,0.00100694,0.00460226,3.64983e-05,3.28795e-05,0.00328733,7.13901e-06,0.00460226,0.000694998,0.000673194,0.000694975,0.000694975,0.00124748,0.000483048,0.000683062,0.00460226,0.000120116,0.000105118,0.00328733,9.53699e-06,0.00460226,0.000282336,7.40223e-05,0.000694975,0.000694975,0.000389774,0.000910637,0.000724221,0.00460226,0.00086899,0.000958855,0.00328733,0.000296065,0.00460226,0.000181716,0.000570422,0.000694975,0.000694975,0.0020299,0.000217467,0.00150046,0.00460226,6.2556e-05,0.000444824,0.00328733,3.63767e-05,0.00460226,0.000443899,0.000758611,0.000694975,0.000694975,0.000846898,0.000371829,0.000800612,0.00460226,8.02361e-08,0.000118671,0.00328733,8.35504e-06,0.00460226,0.000146911,0.000269009,0.000691457,0.000691457,0.000360324,0.000781101,0.000128151,0.00460226,0.000640482,0.00127386,0.00328733,0.000126091,0.00460226,7.9188e-05,0.00154964,0.000694975,0.000694975,0.0019724,0.00198551,0.00166616,0.00460226
0.000112725,9.15463e-05,0.00327867,2.73228e-05,0.00459013,0.000316106,0.000244098,0.000695034,0.000695034,0.00128336,0.000827929,0.000642652,0.00459013,0.000116867,2.23369e-05,0.00327867,9.43583e-06,0.00459013,0.000350005,0.000265508,0.000691514,0.000691514,0.0005467,0.000925386,0.000370914,0.00459013,0.000856245,0.000373157,0.00327867,2.04903e-05,0.00459013,0.000258689,0.00164209,0.000695034,0.000695034,0.00159724,0.000528792,0.00102105,0.00459013,3.72771e-05,3.43911e-05,0.00327867,7.39969e-06,0.00459013,0.000704816,0.000682542,0.000695034,0.000695034,0.00125538,0.000489322,0.000692852,0.00459013,0.000123861,0.000109303,0.00327867,9.88536e-06,0.00459013,0.000283825,7.61589e-05,0.000695034,0.000695034,0.000396594,0.000926587,0.000736897,0.00459013,0.000864924,0.000964724,0.00327867,0.000301803,0.00459013,0.000186312,0.000586207,0.000695034,0.000695034,0.00199069,0.00022416,0.00150886,0.00459013,6.45337e-05,0.00045365,0.00327867,3.75656e-05,0.00459013,0.000448341,0.000764457,0.000695034,0.000695034,0.000853774,0.000375661,0.000816495,0.00459013,8.63048e-08,0.000122324,0.00327867,8.66053e-06,0.00459013,0.00015001,0.000274778,0.000691514,0.000691514,0.000371556,0.000794789,0.000131363,0.00459013,0.000641275,0.00128157,0.00327867,0.000131109,0.00459013,8.20949e-05,0.00155348,0.000695034,0.000695034,0.0019672,0.00198857,0.00167251,0.00459013
0.000115133,9.47749e-05,0.00326912,2.82121e-05,0.00457676,0.000320385,0.000248771,0.000695093,0.000695093,0.00128781,0.000832089,0.000653828,0.00457676,0.000119438,2.29299e-05,0.00326912,9.77978e-06,0.00457676,0.000354097,0.000271123,0.000691572,0.000691572,0.000558908,0.000941462,0.000378727,0.00457676,0.000863951,0.000384681,0.00326912,2.11574e-05,0.00457676,0.000259452,0.00165662,0.000695093,0.000695093,0.00157937,0.000537978,0.00103524,0.00457676,3.8068e-05,3.59645e-05,0.00326912,7.66894e-06,0.00457676,0.000714574,0.000691939,0.000695093,0.000695093,0.0012631,0.000495647,0.000702703,0.00457676,0.000127687,0.000113622,0.00326912,1.02452e-05,0.00457676,0.000285312,7.83476e-05,0.000695093,0.000695093,0.000403483,0.000942699,0.000749705,0.00457676,0.000860451,0.000970371,0.00326912,0.000307615,0.00457676,0.000190991,0.000602323,0.000695093,0.000695093,0.00195127,0.000231017,0.00151723,0.00457676,6.65561e-05,0.000462569,0.00326912,3.87885e-05,0.00457676,0.000452771,0.000770293,0.000695093,0.000695093,0.000860599,0.000379503,0.000832545,0.00457676,9.28076e-08,0.000126067,0.00326912,8.97609e-06,0.00457676,0.000153156,0.000280637,0.000691572,0.000691572,0.000383031,0.000808617,0.000134639,0.00457676,0.000641961,0.00128899,0.00326912,0.00013629,0.00457676,8.50913e-05,0.00155694,0.000695093,0.000695093,0.00196147,0.00199108,0.00167871,0.00457676
0.000117578,9.81e-05,0.00325869,2.91268e-05,0.00456217,0.000324683,0.000253512,0.000695152,0.000695152,0.00129206,0.000836233,0.000665123,0.00456217,0.000122051,2.35384e-05,0.00325869,1.0135e-05,0.00456217,0.000358213,0.000276822,0.00069163,0.00069163,0.000571229,0.000957698,0.00038666,0.00456217,0.000871576,0.000396452,0.00325869,2.18434e-05,0.00456217,0.000260212,0.00167101,0.000695152,0.000695152,0.00156127,0.000547256,0.00104951,0.00456217,3.88709e-05,3.76019e-05,0.00325869,7.94701e-06,0.00456217,0.000724266,0.000701383,0.000695152,0.000695152,0.00127065,0.000502023,0.000712611,0.00456217,0.000131594,0.00011808,0.00325869,1.06169e-05,0.00456217,0.000286799,8.05893e-05,0.000695152,0.000695152,0.000410442,0.000958974,0.000762647,0.00456217,0.000855579,0.000975792,0.00325869,0.0003135,0.00456217,0.000195752,0.000618768,0.000695152,0.000695152,0.00191169,0.000238042,0.00152555,0.00456217,6.86237e-05,0.000471579,0.00325869,4.00464e-05,0.00456217,0.00045719,0.000776121,0.000695152,0.000695152,0.000867373,0.000383356,0.00084876,0.00456217,9.97736e-08,0.000129902,0.00325869,9.30201e-06,0.00456217,0.000156351,0.000286587,0.00069163,0.00069163,0.000394751,0.000822585,0.00013798,0.00456217,0.00064254,0.00129609,0.00325869,0.000141635,0.00456217,8.81792e-05,0.00156004,0.000695152,0.000695152,0.00195521,0.00199305,0.00168476,0.00456217
0.000120061,0.000101524,0.00324739,3.00675e-05,0.00454635,0.000328999,0.000258319,0.000695211,0.000695211,0.00129608,0.000840362,0.000676535,0.00454635,0.000124708,2.4163e-05,0.00324739,1.05019e-05,0.00454635,0.000362354,0.000282606,0.000691688,0.000691688,0.000583659,0.000974094,0.000394712,0.00454635,0.000879116,0.00040847,0.00324739,2.2549e-05,0.00454635,0.00026097,0.00168525,0.000695211,0.000695211,0.00154295,0.000556625,0.00106384,0.00454635,3.96861e-05,3.93053e-05,0.00324739,8.23414e-06,0.00454635,0.000733885,0.000710873,0.000695211,0.000695211,0.00127801,0.00050845,0.000722577,0.00454635,0.000135584,0.000122678,0.00324739,1.10007e-05,0.00454635,0.000288285,8.28848e-05,0.000695211,0.000695211,0.000417469,0.000975409,0.000775721,0.00454635,0.000850314,0.000980983,0.00324739,0.000319458,0.00454635,0.000200596,0.000635546,0.000695211,0.000695211,0.00187198,0.000245237,0.00153384,0.00454635,7.07366e-05,0.00048068,0.00324739,4.13399e-05,0.00454635,0.000461595,0.000781938,0.000695211,0.000695211,0.000874091,0.000387219,0.000865137,0.00454635,1.07234e-07,0.00013383,0.00324739,9.63857e-06,0.00454635,0.000159594,0.000292627,0.000691688,0.000691688,0.000406716,0.000836691,0.000141386,0.00454635,0.000643014,0.0013029,0.00324739,0.00014715,0.00454635,9.13604e-05,0.00156275,0.000695211,0.000695211,0.00194844,0.00199446,0.00169066,0.00454635
0.000122581,0.000105048,0.00323524,3.10347e-05,0.00452934,0.000333332,0.000263194,0.00069527,0.00069527,0.00129989,0.000844476,0.000688065,0.00452934,0.000127409,2.48041e-05,0.00323524,1.08807e-05,0.00452934,0.000366519,0.000288476,0.000691745,0.000691745,0.000596195,0.000990648,0.000402883,0.00452934,0.000886569,0.000420736,0.00323524,2.32745e-05,0.00452934,0.000261725,0.00169933,0.00069527,0.00069527,0.00152441,0.000566084,0.00107824,0.00452934,4.05135e-05,4.10769e-05,0.00323524,8.5306e-06,0.00452934,0.000743426,0.000720407,0.00069527,0.00069527,0.00128519,0.000514927,0.000732597,0.00452934,0.000139655,0.000127421,0.00323524,1.1397e-05,0.00452934,0.00028977,8.52353e-05,0.00069527,0.00069527,0.000424563,0.000992004,0.000788926,0.00452934,0.000844665,0.000985941,0.00323524,0.000325489,0.00452934,0.000205523,0.000652657,0.00069527,0.00069527,0.0018322,0.000252605,0.00154209,0.00452934,7.28951e-05,0.000489869,0.00323524,4.26699e-05,0.00452934,0.000465985,0.000787744,0.00069527,0.00069527,0.000880753,0.000391093,0.000881672,0.00452934,1.15221e-07,0.000137852,0.00323524,9.98609e-06,0.00452934,0.000162885,0.000298759,0.000691745,0.000691745,0.000418928,0.000850935,0.000144859,0.00452934,0.00064338,0.00130938,0.00323524,0.000152836,0.00452934,9.46369e-05,0.0015651,0.00069527,0.00069527,0.00194114,0.00199532,0.00169641,0.00452934
0.00012514,0.000108674,0.00322224,3.20291e-05,0.00451113,0.000337682,0.000268136,0.000695329,0.000695329,0.00130348,0.000848574,0.000699712,0.00451113,0.000130155,2.54621e-05,0.00322224,1.12718e-05,0.00451113,0.000370707,0.000294433,0.000691803,0.000691803,0.00060883,0.00100736,0.000411176,0.00451113,0.000893932,0.00043325,0.00322224,2.40203e-05,0.00451113,0.000262478,0.00171325,0.000695329,0.000695329,0.00150569,0.000575634,0.00109271,0.00451113,4.13531e-05,4.2919e-05,0.00322224,8.83664e-06,0.00451113,0.000752882,0.000729983,0.000695329,0.000695329,0.00129218,0.000521454,0.000742672,0.00451113,0.000143809,0.000132309,0.00322224,1.18061e-05,0.00451113,0.000291253,8.76415e-05,0.000695329,0.000695329,0.000431725,0.00100876,0.000802261,0.00451113,0.000838639,0.000990663,0.00322224,0.000331593,0.00451113,0.000210534,0.000670101,0.000695329,0.000695329,0.00179238,0.000260147,0.00155029,0.00451113,7.50996e-05,0.000499145,0.00322224,4.40373e-05,0.00451113,0.00047036,0.000793539,0.000695329,0.000695329,0.000887356,0.000394977,0.000898365,0.00451113,1.23769e-07,0.000141969,0.00322224,1.03449e-05,0.00451113,0.000166225,0.000304983,0.000691803,0.000691803,0.000431387,0.000865314,0.000148398,0.00451113,0.000643641,0.00131555,0.00322224,0.000158698,0.00451113,9.80104e-05,0.00156707,0.000695329,0.000695329,0.00193334,0.00199562,0.00170201,0.00451113
0.000127737,0.000112405,0.00320839,3.30513e-05,0.00449175,0.000342047,0.000273146,0.000695388,0.000695388,0.00130684,0.000852655,0.000711475,0.00449175,0.000132946,2.61376e-05,0.00320839,1.16755e-05,0.00449175,0.00037492,0.000300475,0.000691861,0.000691861,0.000621561,0.00102423,0.000419589,0.00449175,0.000901201,0.000446013,0.00320839,2.4787e-05,0.00449175,0.000263229,0.00172699,0.000695388,0.000695388,0.00148678,0.000585272,0.00110724,0.00449175,4.22052e-05,4.48338e-05,0.00320839,9.15253e-06,0.00449175,0.000762246,0.0007396,0.000695388,0.000695388,0.00129897,0.000528032,0.000752799,0.00449175,0.000148046,0.000137348,0.00320839,1.22284e-05,0.00449175,0.000292735,9.01046e-05,0.000695388,0.000695388,0.000438954,0.00102567,0.000815725,0.00449175,0.000832245,0.000995146,0.00320839,0.00033777,0.00449175,0.000215629,0.000687879,0.000695388,0.000695388,0.00175255,0.000267868,0.00155846,0.00449175,7.73501e-05,0.000508506,0.00320839,4.54429e-05,0.00449175,0.000474718,0.00079932,0.000695388,0.000695388,0.000893898,0.000398872,0.00091521,0.00449175,1.32916e-07,0.000146184,0.00320839,1.07152e-05,0.00449175,0.000169615,0.000311299,0.000691861,0.000691861,0.000444092,0.000879829,0.000152005,0.00449175,0.000643795,0.0013214,0.00320839,0.00016474,0.00449175,0.000101483,0.00156866,0.000695388,0.000695388,0.00192503,0.00199538,0.00170745,0.00449175
0.000130372,0.000116241,0.00319372,3.41019e-05,0.00447121,0.000346426,0.000278225,0.000695447,0.000695447,0.00130998,0.00085672,0.000723353,0.00447121,0.000135781,2.68309e-05,0.00319372,1.20922e-05,0.00447121,0.000379155,0.000306604,0.000691919,0.000691919,0.000634382,0.00104125,0.000428124,0.00447121,0.000908373,0.000459025,0.00319372,2.5575e-05,0.00447121,0.000263977,0.00174056,0.000695447,0.000695447,0.0014677,0.000594998,0.00112183,0.00447121,4.30697e-05,4.68236e-05,0.00319372,9.47854e-06,0.00447121,0.000771512,0.000749257,0.000695447,0.000695447,0.00130557,0.00053466,0.000762976,0.00447121,0.000152365,0.000142538,0.00319372,1.26643e-05,0.00447121,0.000294215,9.26254e-05,0.000695447,0.000695447,0.000446249,0.00104273,0.000829317,0.00447121,0.000825493,0.000999385,0.00319372,0.000344019,0.00447121,0.000220808,0.000705991,0.000695447,0.000695447,0.00171277,0.000275768,0.00156659,0.00447121,7.9647e-05,0.000517951,0.00319372,4.68876e-05,0.00447121,0.000479058,0.000805088,0.000695447,0.000695447,0.000900378,0.000402777,0.000932206,0.00447121,1.42701e-07,0.000150497,0.00319372,1.10975e-05,0.00447121,0.000173053,0.000317708,0.000691919,0.000691919,0.000457045,0.000894476,0.000155681,0.00447121,0.000643844,0.00132692,0.00319372,0.000170963,0.00447121,0.000105056,0.00156988,0.000695447,0.000695447,0.00191623,0.00199458,0.00171274,0.00447121
0.000133046,0.000120187,0.00317823,3.51815e-05,0.00444953,0.00035082,0.000283371,0.000695506,0.000695506,0.00131289,0.000860768,0.000735346,0.00444953,0.000138663,2.75428e-05,0.00317823,1.25223e-05,0.00444953,0.000383413,0.00031282,0.000691977,0.000691977,0.000647287,0.00105842,0.000436781,0.00444953,0.000915445,0.000472285,0.00317823,2.63848e-05,0.00444953,0.000264723,0.00175395,0.000695506,0.000695506,0.00144846,0.000604811,0.00113648,0.00444953,4.39466e-05,4.88908e-05,0.00317823,9.81495e-06,0.00444953,0.000780675,0.00075895,0.000695506,0.000695506,0.00131197,0.000541338,0.000773203,0.00444953,0.000156766,0.000147884,0.00317823,1.31141e-05,0.00444953,0.000295694,9.5205e-05,0.000695506,0.000695506,0.000453608,0.00105995,0.000843037,0.00444953,0.00081839,0.00100338,0.00317823,0.000350341,0.00444953,0.000226071,0.000724437,0.000695506,0.000695506,0.00167306,0.000283851,0.00157468,0.00444953,8.19903e-05,0.000527478,0.00317823,4.83723e-05,0.00444953,0.000483379,0.000810842,0.000695506,0.000695506,0.000906792,0.000406693,0.000949349,0.00444953,1.53165e-07,0.00015491,0.00317823,1.1492e-05,0.00444953,0.00017654,0.00032421,0.000691977,0.000691977,0.000470245,0.000909256,0.000159426,0.00444953,0.000643787,0.00133211,0.00317823,0.000177373,0.00444953,0.000108732,0.00157072,0.000695506,0.000695506,0.00190694,0.00199322,0.00171787,0.00444953
0.000135759,0.000124242,0.00316194,3.62909e-05,0.00442672,0.000355225,0.000288587,0.000695565,0.000695565,0.00131558,0.000864797,0.000747452,0.00442672,0.00014159,2.82736e-05,0.00316194,1.2966e-05,0.00442672,0.000387694,0.000319123,0.000692035,0.000692035,0.000660271,0.00107574,0.000445561,0.00442672,0.000922415,0.000485794,0.00316194,2.72169e-05,0.00442672,0.000265466,0.00176716,0.000695565,0.000695565,0.00142907,0.00061471,0.00115119,0.00442672,4.48361e-05,5.10377e-05,0.00316194,1.0162e-05,0.00442672,0.000789726,0.00076868,0.000695565,0.000695565,0.00131816,0.000548066,0.000783478,0.00442672,0.00016125,0.000153387,0.00316194,1.35782e-05,0.00442672,0.000297171,9.78444e-05,0.000695565,0.000695565,0.000461033,0.00107732,0.000856882,0.00442672,0.000810949,0.00100713,0.00316194,0.000356735,0.00442672,0.000231418,0.000743217,0.000695565,0.000695565,0.00163346,0.000292118,0.00158272,0.00442672,8.43802e-05,0.000537084,0.00316194,4.98978e-05,0.00442672,0.000487679,0.000816579,0.000695565,0.000695565,0.000913139,0.000410619,0.000966635,0.00442672,1.64353e-07,0.000159424,0.00316194,1.1899e-05,0.00442672,0.000180076,0.000330806,0.000692035,0.000692035,0.000483692,0.000924167,0.000163241,0.00442672,0.000643625,0.00133697,0.00316194,0.000183972,0.00442672,0.000112513,0.00157119,0.000695565,0.000695565,0.00189716,0.00199132,0.00172285,0.00442672
0.000138511,0.00012841,0.00314486,3.74306e-05,0.0044028,0.000359643,0.000293871,0.000695624,0.000695624,0.00131804,0.000868809,0.000759672,0.0044028,0.000144564,2.9024e-05,0.00314486,1.34239e-05,0.0044028,0.000391996,0.000325514,0.000692094,0.000692094,0.000673329,0.00109321,0.000454463,0.0044028,0.000929278,0.000499551,0.00314486,2.80718e-05,0.0044028,0.000266207,0.00178017,0.000695624,0.000695624,0.00140956,0.000624694,0.00116595,0.0044028,4.57381e-05,5.32668e-05,0.00314486,1.05201e-05,0.0044028,0.000798661,0.000778443,0.000695624,0.000695624,0.00132415,0.000554844,0.000793799,0.0044028,0.000165816,0.000159052,0.00314486,1.4057e-05,0.0044028,0.000298647,0.000100544,0.000695624,0.000695624,0.00046852,0.00109484,0.000870852,0.0044028,0.000803178,0.00101062,0.00314486,0.000363201,0.0044028,0.000236849,0.000762329,0.000695624,0.000695624,0.00159402,0.000300574,0.00159073,0.0044028,8.68168e-05,0.000546769,0.00314486,5.1465e-05,0.0044028,0.000491957,0.000822301,0.000695624,0.000695624,0.000919417,0.000414555,0.00098406,0.0044028,1.76311e-07,0.00016404,0.00314486,1.23189e-05,0.0044028,0.000183662,0.000337495,0.000692094,0.000692094,0.000497386,0.000939206,0.000167126,0.0044028,0.000643359,0.00134149,0.00314486,0.000190763,0.0044028,0.000116399,0.00157129,0.000695624,0.000695624,0.00188692,0.00198887,0.00172767,0.0044028
0.000141302,0.000132691,0.003127,3.86014e-05,0.0043778,0.000364072,0.000299224,0.000695683,0.000695683,0.00132027,0.000872802,0.000772003,0.0043778,0.000147585,2.97945e-05,0.003127,1.38961e-05,0.0043778,0.00039632,0.000331992,0.000692152,0.000692152,0.000686454,0.00111083,0.000463488,0.0043778,0.000936033,0.000513556,0.003127,2.89499e-05,0.0043778,0.000266945,0.00179298,0.000695683,0.000695683,0.00138992,0.000634762,0.00118075,0.0043778,4.66528e-05,5.55806e-05,0.003127,1.08895e-05,0.0043778,0.000807473,0.000788238,0.000695683,0.000695683,0.00132993,0.000561671,0.000804164,0.0043778,0.000170464,0.000164879,0.003127,1.4551e-05,0.0043778,0.00030012,0.000103306,0.000695683,0.000695683,0.000476071,0.00111251,0.000884946,0.0043778,0.000795089,0.00101387,0.003127,0.000369738,0.0043778,0.000242366,0.000781774,0.000695683,0.000695683,0.00155476,0.000309219,0.00159869,0.0043778,8.93001e-05,0.000556529,0.003127,5.30749e-05,0.0043778,0.000496212,0.000828005,0.000695683,0.000695683,0.000925624,0.000418501,0.00100162,0.0043778,1.89088e-07,0.00016876,0.003127,1.27521e-05,0.0043778,0.000187298,0.000344278,0.000692152,0.000692152,0.000511325,0.000954373,0.000171083,0.0043778,0.000642988,0.00134567,0.003127,0.00019775,0.0043778,0.000120394,0.00157102,0.000695683,0.000695683,0.0018762,0.00198587,0.00173234,0.0043778
0.000144132,0.000137088,0.00310838,3.98039e-05,0.00435174,0.00036851,0.000304645,0.000695741,0.000695741,0.00132226,0.000876777,0.000784446,0.00435174,0.000150652,3.05857e-05,0.00310838,1.43833e-05,0.00435174,0.000400666,0.000338557,0.00069221,0.00069221,0.000699641,0.0011286,0.000472636,0.00435174,0.000942676,0.000527807,0.00310838,2.98518e-05,0.00435174,0.000267681,0.00180559,0.000695741,0.000695741,0.00137018,0.000644912,0.00119561,0.00435174,4.75802e-05,5.79816e-05,0.00310838,1.12704e-05,0.00435174,0.000816155,0.000798063,0.000695741,0.000695741,0.0013355,0.000568547,0.000814571,0.00435174,0.000175194,0.000170873,0.00310838,1.50604e-05,0.00435174,0.000301592,0.000106131,0.000695741,0.000695741,0.000483684,0.00113032,0.000899162,0.00435174,0.000786693,0.00101686,0.00310838,0.000376346,0.00435174,0.000247966,0.000801548,0.000695741,0.000695741,0.00151572,0.000318056,0.00160662,0.00435174,9.18303e-05,0.000566362,0.00310838,5.47284e-05,0.00435174,0.000500442,0.000833691,0.000695741,0.000695741,0.000931758,0.000422458,0.00101932,0.00435174,2.02737e-07,0.000173585,0.00310838,1.3199e-05,0.00435174,0.000190982,0.000351155,0.00069221,0.00069221,0.000525508,0.000969666,0.000175112,0.00435174,0.000642514,0.00134951,0.00310838,0.000204936,0.00435174,0.000124499,0.00157038,0.000695741,0.000695741,0.00186503,0.00198232,0.00173684,0.00435174
0.000147002,0.000141603,0.00308902,4.10388e-05,0.00432462,0.000372958,0.000310136,0.0006958,0.0006958,0.00132403,0.000880732,0.000796998,0.00432462,0.000153768,3.13981e-05,0.00308902,1.48857e-05,0.00432462,0.000405033,0.00034521,0.000692268,0.000692268,0.000712883,0.0011465,0.000481908,0.00432462,0.000949205,0.000542303,0.00308902,3.07781e-05,0.00432462,0.000268414,0.00181798,0.0006958,0.0006958,0.00135035,0.000655144,0.00121051,0.00432462,4.85202e-05,6.04723e-05,0.00308902,1.16632e-05,0.00432462,0.000824701,0.000807917,0.0006958,0.0006958,0.00134085,0.000575472,0.00082502,0.00432462,0.000180005,0.000177036,0.00308902,1.55858e-05,0.00432462,0.000303061,0.000109019,0.0006958,0.0006958,0.000491358,0.00114828,0.000913498,0.00432462,0.000778002,0.00101959,0.00308902,0.000383026,0.00432462,0.000253651,0.000821652,0.0006958,0.0006958,0.00147692,0.000327087,0.0016145,0.00432462,9.44072e-05,0.000576267,0.00308902,5.64265e-05,0.00432462,0.000504648,0.000839357,0.0006958,0.0006958,0.000937817,0.000426425,0.00103714,0.00432462,2.17312e-07,0.000178516,0.00308902,1.36598e-05,0.00432462,0.000194717,0.000358127,0.000692268,0.000692268,0.000539935,0.000985083,0.000179214,0.00432462,0.000641937,0.00135301,0.00308902,0.000212325,0.00432462,0.000128716,0.00156937,0.0006958,0.0006958,0.00185341,0.00197824,0.00174119,0.00432462
