W_UWH_EFH,WW_UWH_EFH,W_UWB_EFH,WW_UWB_EFH,W_USH_EFH,WW_USH_EFH,W_USB_EFH,WW_USB_EFH,W_SWX_EFH,WW_SWX_EFH,W_SSX_EFH,WW_SSX_EFH,W_WWH_EFH,WW_WWH_EFH,W_WWB_EFH,WW_WWB_EFH,W_WSH_EFH,WW_WSH_EFH,W_WSB_EFH,WW_WSB_EFH,W_UWH_MFH,WW_UWH_MFH,W_UWB_MFH,WW_UWB_MFH,W_USH_MFH,WW_USH_MFH,W_USB_MFH,WW_USB_MFH,W_SWX_MFH,WW_SWX_MFH,W_SSX_MFH,WW_SSX_MFH,W_WWH_MFH,WW_WWH_MFH,W_WWB_MFH,WW_WWB_MFH,W_WSH_MFH,WW_WSH_MFH,W_WSB_MFH,WW_WSB_MFH
0,0,0.00257731958762886,0,0.00133155792276968,0,0.0018181818181818,0,0,0,0,0,0.000958772999999968,0,0,0,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276957,0,0,0,0,0,0,0,0,0,0.00174520069808032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0,0,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958771999999997,0,0.00174520069808026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0,0,0.00174520069808026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762891,0,0,0,0,0,0,0,0,0,0.000958772999999968,0,0,0,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0,0,0,0.0018181818181818,0,0,0,0,0,0,0,0,0,0.00191754554170664,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0,0,0,0,0,0,0,0,0,0.000958771999999997,0,0,0,0.00191754554170659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0.0140845070422535,0.000958772770853322,0,0.00103092783505151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0.0185185185185185,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853267,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0.00103092783505151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958772999999968,0.012658228,0.00174520069808032,0,0.00191754554170664,0,0,0,0.00612117110464334,0.000247409824947834,0.0289731643690385,0.0390356235580849,0.0198364536747941,0.000527482675134096,0.0388053252790856,0.00768485402081009,0.0649493721781591,0.0191004523701359,0.0299971379779528,0,0.0180937167922348,0.00786734758533014,0.00872731926453531,0.0399288070845633,0.0140865186090116,0,0.00822189942738773,0
0,0,0.00257731958762886,0,0,0,0,0,0,0,0,0,0.000958773000000024,0,0.00174520069808026,0.0140845070422535,0.000958772770853322,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0185185185185185,0.00257731958762886,0,0,0,0,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853267,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999968,0.012658228,0.00174520069808032,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762886,0,0,0,0.00181818181818177,0,0,0,0,0,0,0,0.00174520069808026,0,0.000958772770853322,0,0.00103092783505151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0.025316455,0,0.0140845070422535,0.000958772770853267,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958773000000024,0.012658228,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958771999999997,0.025316456,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0.012658228,0,0.0140845070422535,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0,0.012658228,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000024,0.025316455,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0,0.025316456,0,0,0.000958772770853211,0,0.00103092783505151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0,0,0,0.0281690140845071,0,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0,0,0,0.0563380281690141,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281690140845071,0.000958772770853322,0,0,0,0.0158333967096712,0.000912638568932061,0.0080237148603088,0.0371967027033345,0.0200811267001519,0.00309776189215114,0.0258696703740392,0.0000457942468943896,0.0518676846693353,0.0887641906567693,0.0711479504275565,0,0.0234496423654815,0.000477156135544515,0.00793947058210097,0.153030039937489,0.0154407121200125,0,0.00821389465734768,0
0.0019193857965451,0,0,0,0.00133155792276968,0,0.00181818181818177,0,0,0,0,0,0,0,0,0.028169014084507,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309026,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0,0,0,0.0563380281690141,0.000958772770853267,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654505,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00515463917525777,0,0.00133155792276962,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762886,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.00103092783505151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762891,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0.00191754600000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853322,0,0.00103092783505151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762886,0,0.00133155792276962,0,0.00181818181818177,0,0,0,0,0,0.000958772999999968,0,0.00174520069808026,0,0.000958772770853322,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0.00174520069808032,0,0.000958772770853267,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0140845070422535,0,0,0,0,0,0,0,0,0.000958771999999997,0,0.00174520069808026,0,0.000958772770853267,0,0.00103092783505151,0,0.012869463612678,0.0302893529146432,0.00706516646274896,0.00919093411115184,0.0151952931576266,0.0325581830802168,0.0303527516937454,0.0000918113368393602,0.0379147782178131,0.00802834014593587,0.0655775244022173,0,0.013455139740474,0.00150015435532277,0.00423009990344775,0.0123140591537883,0.0125484197565427,0,0.00845503835480422,0
0,0,0,0.0140845070422536,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0.00174520069808026,0,0.000958772770853322,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958773000000024,0,0,0.0281690140845071,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999968,0,0.00174520069808032,0,0.000958772770853267,0,0.00103092783505151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276957,0,0,0,0,0,0,0,0.000958773000000024,0,0.00174520069808026,0,0.000958772770853322,0,0.00103092783505157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0.0185185185185185,0,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0.0140845070422534,0.00133155792276968,0,0,0,0,0,0,0,0.000958772999999968,0,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309026,0.037037037037037,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654505,0,0,0,0.00133155792276962,0,0.00181818181818177,0,0,0,0,0,0.000958773000000024,0,0,0.0140845070422535,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0.037037037037037,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0.00174520069808026,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654505,0,0.00257731958762891,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958772999999968,0,0.00174520069808032,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958771999999997,0,0.00174520069808032,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174520069808021,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0.0125819898067559,0.00154145388318284,0.0417315357444151,0.0125269989865269,0.0181909818174751,0.00258535015059231,0.0233185349183848,0,0.034324909394951,0.00068025188785682,0.0611574527155539,0,0.0126915644904399,0.00830885878035859,0.0010317952738495,0.00455325963226641,0.0145616165890363,0,0.00831995786037835,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958772999999968,0,0.00174520069808032,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0.00174520069808026,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.037037037037037,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0.037037037037037,0,0,0.00133155792276968,0,0.00181818181818177,0,0,0,0,0,0.000958771999999997,0,0.00174520069808026,0,0.000958772770853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762886,0,0.00133155792276962,0,0,0,0,0,0,0.0112359550561798,0.000958772999999968,0,0.00174520069808032,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00575815738963525,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000024,0.012658228,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309026,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0,0,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958772999999968,0,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958771999999997,0,0.00174520069808026,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0,0,0.0140845070422536,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0.00174520069808032,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654505,0,0,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958771999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762886,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853267,0,0,0,0.00702235283076382,0.0138877654618187,0.0277372687801232,0.0323443524977743,0.0189098079800038,0.0599963589994567,0.0123112602123113,0,0.0311399339909713,0.0149807985357486,0.0493516665487301,0,0.0116594631775855,0.0379399886179224,0.00498965956758301,0.00921444212922769,0.0127264853409383,0.00500239982913745,0.00819788511726757,0
0,0,0.00257731958762886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0.00181818181818177,0,0,0,0,0,0.000958773000000024,0,0.00174520069808032,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0,0,0.00174520069808021,0,0.000958772770853322,0,0.0010309278350516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853211,0,0.00103092783505149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276957,0,0.00181818181818183,0,0,0,0,0,0.000958771999999997,0,0.00174520069808032,0,0.000958772770853322,0,0.0010309278350516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0.00174520069808026,0,0,0,0.00103092783505149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818177,0,0,0,0,0,0,0,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.0010309278350516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0.00174520069808032,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853267,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0.111111111111111,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0.222222222222222,0,0,0,0,0.000958773000000024,0,0,0,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0.0044221535168,0.00045826229356248,0.00578431221078432,0.00199865762391302,0.0168266093685908,0.001461766383061,0.0268990470500237,0.00302175176587797,0.0358171510711625,0.00750447253778936,0.0423524564721694,0.00292735077839451,0.00568290051067682,0.0486451595357015,0.017356363008665,0.00602378402886304,0.0119327986381122,0,0.00831073361365252,0.0294450273875716
0.00191938579654505,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0,0,0.00174520069808026,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654505,0,0,0,0,0,0,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0.00174520069808026,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0,0,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762886,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762891,0,0.00133155792276957,0,0,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853267,0,0.0010309278350516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276968,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853322,0,0.00103092783505149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276968,0,0.00181818181818177,0,0,0,0,0,0.000958773000000024,0,0,0,0,0,0.0010309278350516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0.0112359550561798,0,0,0,0,0.000958772770853322,0,0.00103092783505149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853267,0,0.0010309278350516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0185185185185185,0.00257731958762886,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0.0166494424273523,0.0132907579261098,0.0254163038912762,0.0109474739315409,0.0119548094409863,0.000342863738837162,0.0139655990781265,0.0050801530240944,0.0309229669658185,0.0145604418007157,0.043083334467602,0,0.0141388370707268,0.0162264911924882,0.0160991159262531,0.000813702224537439,0.0118591954018991,0.000802622524327206,0.00821777196783583,0.00347144245512414
0,0,0,0,0,0,0.00181818181818177,0,0,0,0,0,0.000958771999999997,0,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0.000958773000000024,0,0.00174520069808032,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0,0,0.00174520069808032,0,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0,0,0,0.000958772999999968,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0,0,0,0.00181818181818183,0,0,0,0,0,0.000958773000000024,0,0.00174520069808021,0,0.000958772770853267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276968,0,0,0,0,0,0,0,0,0,0.00174520069808032,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654516,0,0,0,0.00133155792276962,0,0.00181818181818183,0,0,0.0454545454545455,0,0,0.000958773000000024,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958771999999997,0,0.00174520069808026,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654505,0,0,0,0,0,0,0,0,0.0454545454545454,0,0,0.000958772999999968,0.012658228,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
