W_UWH_EFH,WW_UWH_EFH,W_UWB_EFH,WW_UWB_EFH,W_USH_EFH,WW_USH_EFH,W_USB_EFH,WW_USB_EFH,W_SWX_EFH,WW_SWX_EFH,W_SSX_EFH,WW_SSX_EFH,W_WWH_EFH,WW_WWH_EFH,W_WWB_EFH,WW_WWB_EFH,W_WSH_EFH,WW_WSH_EFH,W_WSB_EFH,WW_WSB_EFH,W_UWH_MFH,WW_UWH_MFH,W_UWB_MFH,WW_UWB_MFH,W_USH_MFH,WW_USH_MFH,W_USB_MFH,WW_USB_MFH,W_SWX_MFH,WW_SWX_MFH,W_SSX_MFH,WW_SSX_MFH,W_WWH_MFH,WW_WWH_MFH,W_WWB_MFH,WW_WWB_MFH,W_WSH_MFH,WW_WSH_MFH,W_WSB_MFH,WW_WSB_MFH
0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762887,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772,0,0.00174520069808028,0,0,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958772999999998,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654511,0,0.00257731958762887,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654511,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773000000003,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773,0,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654511,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0,0,0.00174520069808028,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0,0,0,0,0,0,0.000958772,0,0,0,0.000958772770853305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762887,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654511,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773,0,0,0,0,0,0.00103092783505155,0,0.00721378486104006,0.0068992654849909,0,0,0.0112382408599883,0,0.000441796488838339,0,0,0,0,0.000762901876714225,0.0138908633696903,0.0000243612336968519,0.00728802870269172,0,0.00522329208801721,0,0.00831051473322173,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958773,0,0,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958773,0,0,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0.000958772770853305,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762887,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958773,0,0.00174520069808028,0,0.000958772770853305,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773,0,0.00174520069808028,0.0140845070422535,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762887,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958772,0,0.00174520069808028,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309022,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0,0,0,0,0.00800207787545618,0.0000306563657439724,0.000238704106313412,0,0.00951845185930621,0,0.000278325797721036,0,0,0,0,0,0.0111621149563564,0.00427739286192707,0.00647351468037461,0,0.00418607578860992,0.000100327815540901,0.00844995720194677,0
0.00383877159309021,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654511,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958772999999996,0,0,0,0,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958772000000004,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0.000958772770853301,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000003,0,0.00174520069808028,0,0,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958772000000004,0,0.00174520069808027,0,0.000958772770853301,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999996,0,0.00174520069808028,0,0.000958772770853315,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000003,0,0.00174520069808028,0,0,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853308,0,0,0,0.00629134893743921,0.0000303685125444985,0.00953157256598437,0.000039524828000653,0.0095204043622517,0.00066654628948763,0.000201713689829989,0,0,0,0,0,0.0124728066184185,0.000952344855541067,0.0078471857242426,0,0.000677278097607338,0.00349351425443561,0.00833496680420346,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0,0,0.00174520069808028,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958772999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762887,0,0.00133155792276964,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0.00257731958762886,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853301,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762886,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772000000004,0,0.00174520069808028,0,0.000958772770853301,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654511,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0,0,0.00174520069808027,0,0.000958772770853315,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958773000000003,0,0.00174520069808028,0,0.000958772770853301,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762887,0,0.00133155792276965,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772999999996,0,0.00174520069808028,0,0.000958772770853315,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654511,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772000000004,0,0,0,0.000958772770853301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853315,0,0.00103092783505154,0,0.0136130787369903,0.0000600173920903122,0.00736275622353202,0,0.00891988767507675,0.0000945358560629938,0.000217509025654446,0.00277038480482264,0,0,0,0,0.00929827875000047,0,0.00751392871964024,0,0.00653079773372888,0.00230509770107867,0.00833096441918343,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853301,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276965,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853315,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958771999999997,0,0,0,0,0,0.00103092783505156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276965,0,0.00181818181818182,0,0,0,0,0,0.000958773000000003,0,0.00174520069808028,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958773000000003,0,0.00174520069808027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853301,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0.00257731958762886,0,0.00133155792276965,0,0,0,0,0,0,0,0.000958772999999996,0,0.00174520069808028,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.000958772000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00191938579654512,0,0.00257731958762887,0,0.00133155792276965,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958773000000003,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.00103092783505154,0,0.0129652492736019,0,0.00592061176214994,0,0.0200135820625201,0,0.000217225277106701,0.000318665562330789,0,0,0,0.056727357565165,0.0125339013196826,0,0.00767884510486118,0,0.00628411690003207,0.00162595165155763,0.00846011950766168,0
0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276965,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0.00133155792276965,0,0,0,0,0,0,0,0,0,0.00174520069808028,0,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174520069808029,0,0.000958772770853308,0,0.00103092783505156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818181,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818183,0,0,0,0,0,0,0,0,0,0,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958771999999997,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276965,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174520069808028,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276964,0,0,0,0,0,0,0,0,0,0,0,0.000958772770853308,0,0.00103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00257731958762886,0,0.00133155792276964,0,0,0,0,0,0,0,0.00095877300000001,0,0,0,0.000958772770853294,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00383877159309021,0,0.00257731958762887,0,0.00133155792276965,0,0,0,0,0,0,0,0.000958772999999996,0,0,0,0,0,0.00103092783505156,0,0.00890879211061057,0,0.000269821899301251,0,0.00210172828051475,0,0.00346854224762996,0,0,0.00106272916741746,0,0.00154280655056793,0.00947575666440992,0,0.00751582521855989,0,0.00661480441615643,0,0.00836298349934363,0.0000361381717182668
0.00383877159309022,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0.000958772999999996,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.00191754500000001,0,0,0,0.000958772770853322,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762887,0,0.00133155792276965,0,0.00181818181818182,0,0,0,0,0,0.000958772999999996,0,0.00174520069808028,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0.00181818181818182,0,0,0,0,0,0.000958772999999996,0,0.00174520069808028,0.0140845070422535,0.000958772770853294,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.00095877300000001,0,0,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019193857965451,0,0.00257731958762887,0,0.00133155792276965,0,0,0,0,0,0,0,0.000958771999999997,0,0.00174520069808029,0,0.000958772770853308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958772999999996,0,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276964,0,0,0,0,0,0,0,0.00095877300000001,0,0,0,0.000958772770853322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00133155792276965,0,0.00181818181818183,0,0,0,0,0,0.000958772999999996,0,0.00174520069808029,0,0.000958772770853308,0,0.00103092783505154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000958771999999997,0,0.00174520069808026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
