F_W_UWH_EFH,F_W_UWB_EFH,F_W_USH_EFH,F_W_USB_EFH,F_W_SWX_EFH,F_W_SSX_EFH,F_W_WWH_EFH,F_W_WWB_EFH,F_W_WSH_EFH,F_W_WSB_EFH,F_WW_UWH_EFH,F_WW_UWB_EFH,F_WW_USH_EFH,F_WW_USB_EFH,F_WW_SWX_EFH,F_WW_SSX_EFH,F_WW_WWH_EFH,F_WW_WWB_EFH,F_WW_WSH_EFH,F_WW_WSB_EFH,F_W_UWH_MFH,F_W_UWB_MFH,F_W_USH_MFH,F_W_USB_MFH,F_W_SWX_MFH,F_W_SSX_MFH,F_W_WWH_MFH,F_W_WWB_MFH,F_W_WSH_MFH,F_W_WSB_MFH,F_WW_UWH_MFH,F_WW_UWB_MFH,F_WW_USH_MFH,F_WW_USB_MFH,F_WW_SWX_MFH,F_WW_SSX_MFH,F_WW_WWH_MFH,F_WW_WWB_MFH,F_WW_WSH_MFH,F_WW_WSB_MFH
0.0016855,0.0026847,0.001853,0.002747,0,0,0.0052114,0.0053066,0.0051848,0.0046805,-0.0001258,-0.000060922,0.00031768,0.00037093,-0.00020423,0.0001521,0.000082383,0.000032033,0.00075824,0.00040966,0.0018053,0.0025558,0.0015617,0.0021884,0.00034775,0.00026626,0.006181,0.0050846,0.0054435,0.004285,0.000012899,0.0000040047,0.0000040047,0.000016853,-0.000053317,-0.000044422,0.000028712,0.000027724,0.000020806,0.000014876
