base_load
244.096
243.539
245.661
246.002
246.434
246.967
245.355
245.787
245.53
245.781
246.019
247.338
248.808
248.904
249.49
249.632
250.387
251.427
251.303
252.266
253.891
254.148
254.892
255.847
256.754
257.342
258.849
260.735
261.849
262.456
262.935
265.726
267.303
267.289
269.356
271.532
271.947
273.515
274.616
275.41
276.561
277.664
278.628
279.869
279.559
281.061
281.045
281.071
281.33
280.904
281.719
281.728
282.447
283.274
283.452
284.138
283.94
282.854
282.828
281.928
282.197
281.674
281.977
283.247
284.557
283.021
283.659
283.68
283.228
282.62
283.419
284.225
284.121
282.985
282.296
281.284
280.409
279.671
280.276
279.789
279.441
278.494
278.893
277.895
278.326
277.904
277.988
278.689
278.902
278.922
279.075
279.39
279.372
279.772
279.561
280.209
281.153
280.991
281.794
282.328
281.996
282.744
283.745
284.315
285.076
285.928
286.793
287.436
289.163
289.502
289.334
289.077
289.412
288.235
288.218
287.551
287.261
287.142
287.201
286.77
286.93
286.042
285.973
285.302
285.346
284.303
284.193
283.308
283.194
282.064
281.842
280.442
279.282
279.196
278.44
277.719
277.166
277.758
276.872
276.062
276.608
276.484
276.434
275.086
273.907
273.909
272.126
271.765
270.08
270.09
269.141
268.646
268.971
267.758
268.194
268.713
269.504
268.361
268.075
268.809
267.952
268.239
269.438
270.955
272.463
273.35
272.897
273
274.744
274.265
274.143
274.105
275.032
274.902
274.884
274.824
274.646
275.706
275.599
275.929
275.906
276.11
275.955
276.403
276.215
276.087
276.67
277.299
277.256
276.823
276.805
277.022
276.11
276.182
276.515
275.315
274.968
274.531
274.986
275.106
274.938
274.846
275.879
276.06
275.782
276.062
275.486
274.596
274.369
273.9
273.306
272.587
271.772
271.463
272.221
271.563
271.945
272.119
273.464
273.3
273.844
274.476
275.713
275.125
274.838
275.602
276.431
277.964
278.096
278.949
280.164
280.44
281.108
282.068
283.299
282.972
284.098
285.994
286.81
289.22
290.693
290.923
291.542
292.041
292.686
292.176
292.286
293.448
294.267
295.085
295.571
295.135
295.078
295.954
296.402
296.125
295.827
296.78
297.527
296.579
297.196
297.618
298.598
297.995
298.692
299.356
300.845
300.421
301.239
301.611
301.311
301.022
301.418
301.702
302.946
301.602
304.106
304.954
304.077
304.135
304.497
305.925
305.02
305.728
305.343
305.851
306.323
307.354
308.534
308.706
308.366
309.256
310.697
311.338
312.784
313.663
314.423
316.079
317.55
318.576
318.18
319.348
319.799
321.681
321.688
322.814
323.781
325.011
325.715
325.239
326.064
326.743
327.043
327.579
328.731
328.305
327.741
328.805
328.974
328.429
329.841
329.575
329.964
329.305
330.563
329.998
330.189
329.272
329.686
329.203
329.486
328.163
328.772
328.522
328.259
328.57
329.264
330.303
330.527
329.831
329.979
328.55
328.26
327.267
325.718
324.955
324.12
323.28
321.735
321.886
321.729
320.385
319.622
320.681
320.576
320.813
319.831
319.395
319.194
319.549
319.267
319.735
319.521
320.267
321.915
322.355
322.348
323.371
324.584
326.223
325.747
325.569
325.934
325.811
326.519
326.884
326.991
327.42
328.203
328.522
329.392
329.535
330.048
329.168
328.765
327.701
327.35
326.76
325.57
324.975
324.977
324
323.559
322.731
321.682
321.522
321.26
319.834
319.436
318.518
317.575
317.802
317.187
316.32
315.626
314.838
314.128
313.258
312.022
310.719
309.298
307.624
305.701
304.969
304.476
302.913
302.55
301.558
300.085
299.198
297.874
297.213
295.384
294.363
292.879
291.881
290.654
289.722
288.996
289.333
289.434
288.471
288.067
288.207
288.984
288.662
288.666
287.377
287.676
288.387
288.837
289.051
288.623
288.662
287.115
286.634
285.923
284.494
284.527
284.199
285.266
285.25
284.201
283.983
284.193
283.334
281.804
281.378
280.772
280.145
278.973
278.691
277.953
276.493
275.752
275.063
274.347
273.015
271.993
271.641
270.233
269.321
268.311
267.391
266.268
265.889
265.431
263.931
263.475
261.466
260.138
259.29
257.908
256.761
256.217
254.499
253.066
251.552
251.369
250.602
249.657
249.175
249.498
248.866
248.798
249.466
248.886
248.722
248.808
248.91
247.769
247.399
247.112
247.377
247.176
247.411
247.581
247.822
247.92
248.143
249.11
249.372
249.782
250.259
249.274
249.262
249.094
248.842
247.696
247.1
246.778
246.296
246.763
246.98
246.439
245.785
245.584
246.556
246.136
245.74
244.818
245.896
245.359
244.089
243.837
244.476
243.798
243.372
243.479
243.24
243.431
242.785
243.329
242.712
242.604
242.096
240.923
240.392
240.002
238.715
237.843
237.153
236.421
235.769
237.116
237.232
237.757
237.25
237.583
237.48
237.572
237.015
236.696
237.08
237.084
237.423
238.422
239.321
240.004
241.224
241.396
242.924
243.935
244.398
244.838
245.468
245.68
247.194
247.692
248.279
248.8
249.228
249.061
249.041
249.297
249.632
251.008
251.103
251.814
252.361
252.533
252.331
252.76
253.441
253.885
254.91
255.458
255.975
256.337
255.4
256.794
256.448
257.159
255.875
255.829
256.316
257.185
257.278
257.004
257.411
258.744
258.42
260.171
259.795
259.535
260.893
260.268
260.482
260.796
261.422
260.733
260.783
260.637
260.901
260.527
260.603
259.619
260.626
260.982
261.622
261.909
261.629
262.108
263.241
263.531
264.102
265.126
265.666
266.008
267.93
269.084
269.262
270.17
268.986
270.211
271.521
271.811
273.164
274.547
275.106
275.498
276.459
277.494
278.724
279.386
278.83
280.252
280.421
280.196
280.781
280.546
281.432
281.028
281.036
281.121
281.414
279.491
280.823
279.938
280.723
280.537
280.844
281.47
282.468
284.282
284.62
285.582
286.047
285.604
285.27
284.996
284.227
285.76
285.145
284.965
284.13
285.518
285.14
285.507
285.161
285.517
285.603
285.247
286.14
286.076
287.081
287.961
288.901
290.553
291.206
292.429
293.347
295.129
296.296
296.788
297.943
299.123
300.645
300.973
302.295
303.347
305.142
305.946
307.187
307.469
307.87
310.151
310.644
313.874
313.296
314.787
315.22
314.783
314.919
314.097
315.76
314.802
313.515
314.216
314.208
314.76
312.83
314.016
315.368
314.453
314.697
314.542
316.598
317.431
317.256
316.9
317.926
318.342
318.414
320.441
320.254
321.682
322.071
322.662
321.995
322.065
322.982
322.954
324.318
324.807
325.578
326.657
327.13
327.242
327.161
328.239
329
329.435
329.641
331.659
333.649
335.346
336.542
337.077
338.561
339.798
340.186
340.84
342.519
344.555
345.188
346.662
346.706
347.291
348.062
348.945
349.862
349.652
351.556
352.561
353.308
353.246
353.081
353.645
353.844
353.397
353.894
353.325
353.072
353.277
353.178
353.665
353.469
353.685
354.641
354.811
354.761
354.028
353.924
353.066
352.74
352.986
352.786
353.454
353.809
354.272
353.814
355.113
355.965
356.179
356.162
355.983
356.347
356.167
355.791
355.761
355.168
354.793
354.478
354.122
353.885
354.682
354.184
353.586
353.826
354.069
353.878
353.806
354.53
355.008
354.751
354.589
355.049
355.166
354.64
355.645
357.055
357.397
358.702
359.113
360.787
361.087
362.419
363.007
363.097
363.76
364.207
364.939
364.909
366.668
367.513
368.099
367.793
368.68
368.694
368.636
368.629
368.471
368.54
368.606
368.132
367.949
367.942
367.666
368.002
368.224
368.728
368.405
369.005
369.132
368.914
368.877
369.342
369.425
368.749
368.836
368.065
368.098
367.919
368.16
368.418
368.303
368.632
368.424
367.66
366.734
366.207
365.654
365.484
365.344
364.433
363.511
362.462
361.748
360.652
359.875
358.835
358.62
358.07
357.701
357.016
355.896
355.689
355.128
354.915
354.693
354.467
354.138
354.009
353.317
353.112
353.217
352.969
352.645
352.321
351.795
350.453
349.061
348.886
347.95
347.001
346.033
345.436
344.877
343.695
342.534
341.531
340.417
338.773
337.197
335.845
334.686
333.873
332.547
330.955
329.983
328.955
327.106
325.756
323.79
322.48
320.758
319.106
317.729
316.583
315.721
313.955
312.014
310.547
308.987
307.218
305.774
304.178
302.499
300.419
298.307
296.339
294.132
292.57
290.332
288.402
286.369
284.387
282.61
280.606
278.862
277.017
275.456
273.355
271.579
270.57
269.268
267.888
266.43
264.797
263.532
262.069
260.885
259.61
258.742
257.199
255.222
253.603
252.627
251.194
249.344
247.899
246.675
244.843
243.465
241.758
240.124
238.509
236.67
234.867
233.093
231.263
229.199
227.277
225.003
223.102
221.034
219.01
216.492
214.081
212.012
209.874
207.738
205.466
203.049
201.359
200.105
198.79
197.464
196.427
195.212
194.5
193.533
191.898
190.754
189.349
188.033
187.28
